,ranking,rating_vol,rdetails,lnglat,rsubrating,vtype,amenities,details,v_name,rating_cat,gd
136,"[111, 267]",345.0,,"[-115.18483, 36.084797]",{},Hotel_Review,"{'Things to do': 'Pool Hot Tub Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Shuttle Bus Service Free Parking Free Breakfast Self-Serve Laundry Breakfast Available Airport Transportation Dry Cleaning Meeting Rooms Business Center with Internet Access Laundry Service Multilingual Staff ', 'In your room': 'Microwave Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Non-Smoking Rooms Family Rooms '}","{'Address:': '5760 Polaris Ave, Las Vegas, NV 89118-3102', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Holiday Inn Express Las Vegas South Hotel Las Vegas Holiday Inn Las Vegas Las Vegas Holiday Inn', 'Price Range:': '$117 - $219 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with IHG, Expedia, Booking.com, Odigeo, Travelocity, Priceline, Hotwire and Hotels.com so you can book your Holiday Inn Express Las Vegas South reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #69 Business Hotel in Las Vegas #70 Family Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — Holiday Inn Express Las Vegas South 2.5*', 'Number of rooms:': '139'}",Holiday Inn Express Las Vegas South,4.0,g45963-d295317
137,"[130, 267]",853.0,,"[-115.15417, 36.117126]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Family Rooms ', 'Services': 'Free Parking Free Breakfast Shuttle Bus Service Airport Transportation Dry Cleaning Meeting Rooms Business Center with Internet Access Laundry Service Multilingual Staff Self-Serve Laundry ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) Wheelchair access ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '3970 Paradise Rd, Las Vegas, NV 89169-0904', 'Location:': 'United States | Nevada | Las Vegas | Paradise', 'Also Known As:': 'La Quinta Inn And Suites Las Vegas Airport North Convention Ctr La Quinta Inn & Suites Las Vegas Airport North Convention Ctr Hotel Las Vegas La Quinta Las Vegas Las Vegas La Quinta ', 'Price Range:': '$69 - $179 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Booking.com, Orbitz, Hotwire, Priceline, LaQuinta, Odigeo and Travelocity so you can book your La Quinta Inn & Suites Las Vegas Airport N Conv. reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2.5 star — La Quinta Inn & Suites Las Vegas Airport N Conv. 2.5*', 'Number of rooms:': '251'}",La Quinta Inn & Suites Las Vegas Airport N Conv.,3.5,g45963-d91873
138,"[69, 267]",1475.0,,"[-115.14135, 36.17122]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Accessible rooms ', 'Services': 'Room Service Dry Cleaning Meeting Rooms Free Parking Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'About the property': 'Wheelchair access ', 'Things to do': 'Casino and Gambling Pool Restaurant Bar/Lounge Fitness Center with Gym / Workout Room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi '}","{'Address:': '206 N. 3rd Street, Las Vegas, NV 89101-2931', 'Location:': 'United States | Nevada | Las Vegas | Downtown', 'Price Range:': '$63 - $249 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotels.com, Booking.com, Travelocity, Orbitz, Odigeo, getaroom.com, Expedia, Priceline and Vegas.com so you can book your Downtown Grand, an Ascend Collection Hotel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #31 Casino Hotel in Las Vegas ', 'Hotel Class:': '3.5 star — Downtown Grand, an Ascend Collection Hotel 3.5*', 'Number of rooms:': '629'}","Downtown Grand, an Ascend Collection Hotel",4.0,g45963-d4790631
139,"[103, 267]",221.0,,"[-115.13793, 36.169792]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Public Wifi Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '651 East Ogden Avenue, Las Vegas, NV 89101', 'Location:': 'United States | Nevada | Las Vegas | Downtown', 'Also Known As:': 'El Cortez Cabana Hotel Las Vegas', 'Price Range:': '$24 (Based on Average Rates for a Standard Room)', 'Hotel Style:': ' #1 Best Value Hotel in Las Vegas #74 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3 star — El Cortez Cabana Suites 3*', 'Number of rooms:': '360'}",El Cortez Cabana Suites,4.0,g45963-d1453252
140,"[121, 267]",33.0,,"[-115.16698, 36.10577]",{},Hotel_Review,"{'Room types': 'Kitchenette Non-Smoking Rooms ', 'Services': 'Room Service Free Parking Dry Cleaning Laundry Service Concierge ', 'In your room': 'Air Conditioning ', 'Things to do': 'Pool Restaurant Bar/Lounge Spa ', 'Internet': 'Paid Wifi Public Wifi Free High Speed Internet ( WiFi ) '}","{'Address:': '125 E Harmon Ave Unit 145, Las Vegas, NV 89109-4579', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Price Range:': '$130 - $398 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Agoda so you can book your Owners Suites at Signature reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #47 Spa Hotel in Las Vegas #60 Casino Hotel in Las Vegas ', 'Number of rooms:': '131'}",Owners Suites at Signature,4.5,g45963-d1603875
141,"[83, 267]",9375.0,,"[-115.14452, 36.170597]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room Pool Restaurant Casino and Gambling Bar/Lounge Spa Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Business Center with Internet Access Room Service Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': 'RED SUSHI 178 reviewsCuisines: Japanese, Sushi, Asian ', 'Internet': 'Free Internet Paid Wifi Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '129 East Fremont Street, Las Vegas, NV 89101-5603', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Golden Nugget Las Vegas Downtown Las Vegas Las Vegas Golden Nugget Golden Nugget Hotel Las Vegas', 'Price Range:': '$72 - $267 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotwire, Booking.com, Orbitz, Vegas.com, Travelocity, Agoda, getaroom.com, Priceline, Prestigia, Hotels.com and Odigeo so you can book your Golden Nugget Hotel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #37 Luxury Hotel in Las Vegas #37 Spa Hotel in Las Vegas #41 Casino Hotel in Las Vegas #77 Romantic Hotel in Las Vegas ', 'Hotel Class:': '4 star — Golden Nugget Hotel 4*', 'Number of rooms:': '2419'}",Golden Nugget Hotel,4.0,g45963-d91828
142,"[29, 267]",488.0,,"[-115.208855, 36.096214]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Services': 'Free Parking Concierge Self-Serve Laundry Shuttle Bus Service Business Center with Internet Access Laundry Service Multilingual Staff ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Paid Internet ', 'Room types': 'Kitchenette Suites Family Rooms Non-Smoking Rooms '}","{'Address:': '5165 S Decatur Blvd, Las Vegas, NV 89118-1520', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Desert Paradise Hotel Las Vegas Sunterra Desert Paradise Resort Desert Paradise Las Vegas', 'Price Range:': '$106 - $322 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Vacatia, Hotwire, Vegas.com, Travelocity, Odigeo, Orbitz, Hotels.com and Priceline so you can book your Desert Paradise Resort reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #19 Romantic Hotel in Las Vegas #27 Family Hotel in Las Vegas ', 'Hotel Class:': '3 star — Desert Paradise Resort 3*', 'Number of rooms:': '148'}",Desert Paradise Resort,4.5,g45963-d286472
143,"[121, 267]",36.0,,"[-115.17025, 36.102577]",{},Hotel_Review,"{'Room types': 'Suites Family Rooms Smoking rooms available ', 'Services': 'Room Service Laundry Service Concierge Babysitting ', 'In your room': 'Air Conditioning ', 'Things to do': 'Pool Spa Restaurant Hot Tub ', 'Internet': 'Paid Wifi '}","{'Address:': '3799 Las Vegas Blvd S, Las Vegas, NV 89109-4319', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'The Mansion At Mgm Grand Hotel Las Vegas', 'Price Range:': '$5,000 - $30,000 (Based on Average Rates for a Standard Room)', 'Hotel Style:': ' #47 Spa Hotel in Las Vegas ', 'Number of rooms:': '29'}",The Mansion at MGM Grand,5.0,g45963-d585748
144,"[211, 267]",17.0,,"[-115.17099, 36.036785]",{},Hotel_Review,"{'Room types': 'Kitchenette ', 'Services': 'Free Parking ', 'Things to do': 'Pool Hot Tub Fitness Center with Gym / Workout Room ', 'Internet': 'Paid Wifi '}","{'Hotel Class:': '1 star — Budget Suites of America - Las Vegas 1*', 'Number of rooms:': '312', 'Address:': '8440 Las Vegas Blvd S, Las Vegas, NV 89123-1607', 'Location:': 'United States | Nevada | Las Vegas | Enterprise', 'Also Known As:': 'Budget Suites Of America - Las Vegas Hotel Las Vegas '}",Budget Suites of America - Las Vegas,2.0,g45963-d678320
145,"[80, 267]",12085.0,,"[-115.17123, 36.123917]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Bar/Lounge Spa Casino and Gambling Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Business Center with Internet Access Room Service Free Parking Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': ""Senor Frog's 1,293 reviewsCuisines: Mexican, American, Bar, Spanish, Pub, International "", 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '3300 Las Vegas Blvd S, Las Vegas, NV 89109-8916', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Treasure Island - Ti Hotel Las Vegas Treasure Island - Ti Hotel And Casino Treasure Island Las Vegas Las Vegas Treasure Island Hotel Treasure Island Hotel Las Vegas', 'Price Range:': '$101 - $393 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Hotwire, Travelocity, Odigeo, Orbitz, Hotels.com, getaroom.com, Vegas.com and Priceline so you can book your Treasure Island - TI Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #35 Luxury Hotel in Las Vegas #35 Spa Hotel in Las Vegas #39 Casino Hotel in Las Vegas #78 Romantic Hotel in Las Vegas ', 'Hotel Class:': '4 star — Treasure Island - TI Hotel & Casino 4*', 'Number of rooms:': '2884'}",Treasure Island - TI Hotel & Casino,4.0,g45963-d91967
146,"[75, 267]",831.0,,"[-115.29132, 36.16887]",{},Hotel_Review,"{'Things to do': 'Restaurant Pool Fitness Center with Gym / Workout Room Bar/Lounge Casino and Gambling Spa Hot Tub Tennis Court ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Room Service Business Center with Internet Access Shuttle Bus Service Meeting Rooms Concierge Banquet Room Conference Facilities Airport Transportation Dry Cleaning Laundry Service Multilingual Staff ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': 'SC Prime Steakhouse & Bar 85 reviewsCuisines: American, Steakhouse ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '9090 Alta Dr, Las Vegas, NV 89145-8508', 'Location:': 'United States | Nevada | Las Vegas | Summerlin', 'Also Known As:': 'Suncoast Hotel Las Vegas Suncoast Hotel Casino', 'Price Range:': '$88 - $199 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Hotels.com, getaroom.com, Expedia, Hotwire, Priceline, Vegas.com, Travelocity and Odigeo so you can book your Suncoast Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #19 Best Value Hotel in Las Vegas #36 Casino Hotel in Las Vegas #59 Romantic Hotel in Las Vegas #83 Family Hotel in Las Vegas ', 'Hotel Class:': '3.5 star — Suncoast Hotel and Casino 3.5*', 'Number of rooms:': '427'}",Suncoast Hotel and Casino,4.0,g45963-d121307
147,"[28, 267]",615.0,,"[-115.15713, 36.13197]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Family Rooms ', 'Services': 'Business Center with Internet Access Dry Cleaning Meeting Rooms Banquet Room Multilingual Staff Conference Facilities Room Service Free Parking Laundry Service Self-Serve Laundry ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Things to do': 'Pool Restaurant Fitness Center with Gym / Workout Room Bar/Lounge Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Paid Internet '}","{'Address:': '325 Convention Center Dr, Las Vegas, NV 89109-2067', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Las Vegas Marriott Hotel Las Vegas Marriott Las Vegas', 'Price Range:': '$114 - $365 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Marriott, Booking.com, Expedia, Hotwire and Hotels.com so you can book your Las Vegas Marriott reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #27 Romantic Hotel in Las Vegas #28 Business Hotel in Las Vegas #33 Family Hotel in Las Vegas ', 'Hotel Class:': '3.5 star — Las Vegas Marriott 3.5*', 'Number of rooms:': '278'}",Las Vegas Marriott,4.0,g45963-d111712
148,"[182, 267]",2799.0,,"[-115.16772, 36.09985]",{},Hotel_Review,"{'Things to do': 'Restaurant Pool Bar/Lounge Casino and Gambling Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Concierge Room Service Business Center with Internet Access Multilingual Staff ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Paid Wifi ', 'Room types': 'Non-Smoking Rooms Suites '}","{'Address:': '115 East Tropicana Avenue, Las Vegas, NV 89109-7304', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Hooters Las Vegas Hooters Hotel Las Vegas Hooters Hotel Casino', 'Price Range:': '$56 - $269 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Hotwire, Budget Places, Vegas.com, Orbitz, Hotels.com, getaroom.com and Odigeo so you can book your Hooters Casino Hotel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #74 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Hooters Casino Hotel 3*', 'Number of rooms:': '696'}",Hooters Casino Hotel,3.0,g45963-d600446
