,ranking,rating_vol,rdetails,lnglat,rsubrating,vtype,amenities,details,v_name,rating_cat,gd
43,"[176, 267]",227.0,,"[-115.245125, 36.250736]",{},Hotel_Review,"{'Things to do': 'Restaurant Casino and Gambling Bar/Lounge Pool Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Children Activities (Kid / Family Friendly) Meeting Rooms Banquet Room Multilingual Staff Self-Serve Laundry Conference Facilities ', 'Food & drink at the hotel ': 'Cabo 13 reviewsCuisines: Latin, Mexican ', 'Internet': 'Free Internet ', 'Room types': 'Non-Smoking Rooms '}","{'Address:': '4949 N Rancho Dr, Las Vegas, NV 89130-3505', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Santa Fe Station Las Vegas Santa Fe Hotel Las Vegas Hotel Santa Fe Station', 'Price Range:': '$65 - $180 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotwire, Booking.com, Orbitz, Odigeo, Travelocity, Vegas.com, Priceline and Hotels.com so you can book your Santa Fe Station Hotel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #72 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Santa Fe Station Hotel 3*', 'Number of rooms:': '200'}",Santa Fe Station Hotel,3.0,g45963-d91930
44,"[66, 267]",332.0,,"[-115.169495, 36.102978]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms Family Rooms ', 'Services': 'Room Service Meeting Rooms Dry Cleaning Laundry Service Concierge Multilingual Staff Airport Transportation Shuttle Bus Service Free Parking Business Center with Internet Access Conference Facilities ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Restaurant Casino and Gambling Golf course Tennis Court Fitness Center with Gym / Workout Room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi '}","{'Address:': '3799 Las Vegas Boulevard S, Las Vegas, NV 89109-4319', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Skylofts At Mgm Grand Hotel Las Vegas', 'Price Range:': '$1,008 - $2,200 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotwire, Vegas.com, Orbitz, Expedia, Hotels.com, Odigeo, Travelocity, Agoda and Jetsetter so you can book your Skylofts at MGM Grand reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #3 Romantic Hotel in Las Vegas #13 Family Hotel in Las Vegas #29 Casino Hotel in Las Vegas #30 Luxury Hotel in Las Vegas #39 Business Hotel in Las Vegas ', 'Hotel Class:': '5 star — Skylofts at MGM Grand 5*', 'Number of rooms:': '51'}",Skylofts at MGM Grand,4.5,g45963-d619205
45,"[87, 267]",10580.0,,"[-115.1709, 36.100063]",{},Hotel_Review,"{'Room types': 'Suites Non-Smoking Rooms ', 'Services': 'Free Parking Room Service Business Center with Internet Access Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Dry Cleaning Conference Facilities ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Restaurant Fitness Center with Gym / Workout Room Casino and Gambling Bar/Lounge Spa Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi '}","{'Address:': '3801 Las Vegas Blvd South, Las Vegas, NV 89109-4325', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Tropicana Las Vegas Hotel Las Vegas Tropicana Resort Las Vegas Tropicana Hotel Las Vegas', 'Price Range:': '$78 - $343 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Vegas.com, Odigeo, Hilton Hotels, Hotels.com, Expedia and Travelocity so you can book your Tropicana Las Vegas - A DoubleTree by Hilton Hotel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #38 Luxury Hotel in Las Vegas #38 Spa Hotel in Las Vegas #42 Casino Hotel in Las Vegas #71 Romantic Hotel in Las Vegas #74 Family Hotel in Las Vegas #75 Business Hotel in Las Vegas ', 'Hotel Class:': '4 star — Tropicana Las Vegas - A DoubleTree by Hilton Hotel 4*', 'Number of rooms:': '1467'}",Tropicana Las Vegas - A DoubleTree by Hilton Hotel,4.0,g45963-d97730
46,"[24, 267]",1498.0,,"[-115.169205, 36.11671]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Hot Tub Bar/Lounge ', 'About the property': 'Non-Smoking Hotel Wheelchair access ', 'Services': 'Concierge Multilingual Staff Self-Serve Laundry Room Service Free Parking Dry Cleaning Meeting Rooms Business Center with Internet Access Laundry Service ', 'In your room': 'Air Conditioning Microwave Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Public Wifi Paid Internet ', 'Room types': 'Non-Smoking Rooms Kitchenette Suites Family Rooms Smoking rooms available Accessible rooms '}","{'Address:': '3575 Las Vegas Blvd S, Las Vegas, NV 89109-8919', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Hilton Grand Vacations At The Flamingo Hotel Las Vegas Hilton Hotel Las Vegas Flamingo Hilton Las Vegas Hotel Hilton Las Vegas Las Vegas Hilton Hotel Hilton Grand Vacations Club Flamingo', 'Price Range:': '$131 - $315 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Expedia, Hilton Hotels, Hotwire, Orbitz, Vacatia, Priceline, Hotels.com, Hotel.de and Odigeo so you can book your Hilton Grand Vacations at the Flamingo reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #37 Business Hotel in Las Vegas #40 Family Hotel in Las Vegas #43 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3 star — Hilton Grand Vacations at the Flamingo 3*', 'Number of rooms:': '315'}",Hilton Grand Vacations at the Flamingo,4.0,g45963-d217597
47,"[215, 267]",14.0,,"[-115.15524, 36.14574]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms ', 'About the property': 'Wheelchair access ', 'In your room': 'Air Conditioning '}","{'Address:': '2205 Las Vegas Blvd S, Las Vegas, NV 89104-2517', 'Location:': 'United States | Nevada | Las Vegas', 'Amenities:': ' Wheelchair access ', 'Also Known As:': 'Holiday Hotel Las Vegas ', 'Price Range:': '$30 - $85 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia and Travelocity so you can book your Holiday Motel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '1 star — Holiday Motel 1*', 'Number of rooms:': '41'}",Holiday Motel,2.5,g45963-d503600
48,"[75, 267]",820.0,,"[-115.18341, 36.041225]",{},Hotel_Review,"{'Things to do': 'Restaurant Pool Fitness Center with Gym / Workout Room Bar/Lounge Casino and Gambling Hot Tub ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Room Service Shuttle Bus Service Airport Transportation Meeting Rooms Business Center with Internet Access Laundry Service Banquet Room Multilingual Staff Conference Facilities ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi Paid Internet ', 'Room types': 'Suites Non-Smoking Rooms Family Rooms '}","{'Address:': '3333 Blue Diamond Rd, Las Vegas, NV 89139-7888', 'Location:': 'United States | Nevada | Las Vegas | Enterprise', 'Also Known As:': 'Silverton Hotel Las Vegas Silverton Las Vegas', 'Price Range:': '$63 - $131 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Vegas.com, Priceline, Odigeo, Orbitz, Booking.com, Travelocity and Hotwire so you can book your Silverton Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #8 Best Value Hotel in Las Vegas #35 Casino Hotel in Las Vegas #69 Family Hotel in Las Vegas ', 'Hotel Class:': '3 star — Silverton Hotel and Casino 3*', 'Number of rooms:': '300'}",Silverton Hotel and Casino,4.0,g45963-d97691
49,"[66, 267]",455.0,,"[-115.15369, 36.11559]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room Pool Hot Tub ', 'About the property': 'Non-Smoking Hotel Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Laundry Service Multilingual Staff Self-Serve Laundry Dry Cleaning Meeting Rooms Business Center with Internet Access ', 'In your room': 'Microwave Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi ', 'Room types': 'Non-Smoking Rooms Kitchenette Suites Family Rooms '}","{'Address:': '4034 Paradise Rd, Las Vegas, NV 89169-4809', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Candlewood Suites Las Vegas Hotel Las Vegas Candlewood Las Vegas Las Vegas Candlewood Suites', 'Price Range:': '$82 - $181 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, IHG, Priceline, Travelocity, Odigeo, Hotels.com and Hotwire so you can book your Candlewood Suites Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #16 Best Value Hotel in Las Vegas #50 Business Hotel in Las Vegas #68 Family Hotel in Las Vegas #85 Romantic Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — Candlewood Suites Las Vegas 2.5*', 'Number of rooms:': '276'}",Candlewood Suites Las Vegas,4.0,g45963-d91764
50,"[6, 267]",896.0,,"[-115.18348, 36.085453]",{},Hotel_Review,"{'Things to do': 'Fitness Center with Gym / Workout Room Pool Hot Tub ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) Non-Smoking Hotel ', 'Services': 'Business Center with Internet Access Shuttle Bus Service Free Breakfast Free Parking Airport Transportation Meeting Rooms Multilingual Staff Self-Serve Laundry Conference Facilities Breakfast Available Dry Cleaning Laundry Service ', 'In your room': 'Air Conditioning ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Kitchenette Suites Non-Smoking Rooms Family Rooms '}","{'Address:': '5735 Dean Martin Drive, Las Vegas, NV 89118-3192', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Staybridge Suites Las Vegas Hotel Las Vegas Las Vegas Staybridge Suites', 'Price Range:': '$176 - $264 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotels.com, Expedia, IHG, Booking.com, Travelocity, Odigeo, Hotwire and Priceline so you can book your Staybridge Suites Las Vegas reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #10 Business Hotel in Las Vegas #13 Romantic Hotel in Las Vegas #17 Family Hotel in Las Vegas ', 'Hotel Class:': '3 star — Staybridge Suites Las Vegas 3*', 'Number of rooms:': '118'}",Staybridge Suites Las Vegas,4.5,g45963-d1197075
51,"[118, 267]",739.0,,"[-115.14628, 36.17113]",{},Hotel_Review,"{'Things to do': 'Restaurant Bar/Lounge Casino and Gambling ', 'Services': 'Free Parking Multilingual Staff ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': 'Restaurant at Golden Gate Hotel & Casino 151 reviewsCuisines: American ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Non-Smoking Rooms '}","{'Address:': '1 Fremont St, Las Vegas, NV 89101-5601', 'Location:': 'United States | Nevada | Las Vegas | Downtown', 'Also Known As:': 'Golden Gate Hotel Las Vegas Golden Gate Hotel And Casino Golden Gate Las Vegas', 'Price Range:': '$41 - $274 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Booking.com, Orbitz, Vegas.com, Cancelon, Odigeo, Hotels.com, Travelocity and Hotwire so you can book your Golden Gate Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #59 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Golden Gate Hotel & Casino 3*', 'Number of rooms:': '106'}",Golden Gate Hotel & Casino,3.5,g45963-d91826
52,"[93, 267]",1146.0,,"[-115.17598, 36.098976]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Bar/Lounge Casino and Gambling Spa ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Business Center with Internet Access Children Activities (Kid / Family Friendly) Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'Food & drink at the hotel ': 'Tournament of Kings 642 reviewsCuisines: American Buca di Beppo 1,004 reviewsCuisines: Italian, Vegetarian Friendly ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Non-Smoking Rooms Suites Family Rooms '}","{'Address:': '3850 Las Vegas Blvd S, Las Vegas, NV 89109-4300', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Excalibur Hotel And Casino Excalibur Hotel Las Vegas Excalibur Hotel Casino', 'Price Range:': '$54 - $264 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Odigeo, Vegas.com, getaroom.com, Booking.com, Expedia, Hotwire, Hotels.com, Priceline and Travelocity so you can book your Excalibur Hotel & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #24 Green Hotel in Las Vegas #41 Spa Hotel in Las Vegas #48 Casino Hotel in Las Vegas #59 Family Hotel in Las Vegas #64 Business Hotel in Las Vegas #76 Romantic Hotel in Las Vegas ', 'Hotel Class:': '3 star — Excalibur Hotel & Casino 3*', 'Number of rooms:': '3981'}",Excalibur Hotel & Casino,3.5,g45963-d97786
53,"[102, 267]",845.0,,"[-115.143166, 36.170826]",{},Hotel_Review,"{'Things to do': 'Restaurant Bar/Lounge Casino and Gambling ', 'About the property': 'Wheelchair access ', 'Services': 'Free Parking Room Service Dry Cleaning Meeting Rooms Laundry Service ', 'In your room': 'Air Conditioning ', 'Food & drink at the hotel ': 'Rocky Mountain Chocolate Factory 39 reviews', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '200 Fremont St, Las Vegas, NV 89101-5622', 'Location:': 'United States | Nevada | Las Vegas | Downtown', 'Also Known As:': 'Fremont Hotel Las Vegas Fremont Las Vegas', 'Price Range:': '$35 - $163 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Orbitz, Hotels.com, Booking.com, Odigeo, Vegas.com, Expedia, Priceline, getaroom.com and Hotwire so you can book your Fremont Hotel and Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #3 Best Value Hotel in Las Vegas #52 Casino Hotel in Las Vegas ', 'Hotel Class:': '3 star — Fremont Hotel and Casino 3*', 'Number of rooms:': '452'}",Fremont Hotel and Casino,4.0,g45963-d111699
54,"[222, 267]",33.0,,"[-115.067986, 36.11678]",{},Hotel_Review,"{'Room types': 'Kitchenette ', 'Services': 'Free Parking ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) ', 'Things to do': 'Pool '}","{'Also Known As:': 'The Hotel Las Vegas The Suites Las Vegas Las Vegas The Suites ', 'Number of rooms:': '539', 'Address:': '4855 Boulder Hwy, Las Vegas, NV 89121-3026', 'Location:': 'United States | Nevada | Las Vegas | Paradise', 'Price Range:': '$39 - $59 (Based on Average Rates for a Standard Room)'}",The Suites,1.5,g45963-d91747
55,"[180, 267]",44.0,,"[-115.059235, 36.10717]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms ', 'Services': 'Room Service Free Parking ', 'About the property': 'Wheelchair access ', 'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Bar/Lounge Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) '}","{'Address:': '5288 Boulder Hwy, US 95 to Boulder Hwy, Las Vegas, NV 89122-6003 (Formerly Super 8 Las Vegas/Boulder Highway)', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Super 8 Las Vegas/Boulder Highway Hotel Las Vegas Las Vegas Super Eight Las Vegas Super 8 ', 'Price Range:': '$31 - $102 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotels.com, Orbitz, Expedia, Booking.com, Hotwire, Agoda, Priceline, Travelocity and Odigeo so you can book your Longhorn Boulder Highway reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '3 star — Longhorn Boulder Highway 3*', 'Number of rooms:': '150'}",Longhorn Boulder Highway,2.5,g45963-d91947
56,"[173, 267]",119.0,,"[-115.13216, 36.11581]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room ', 'About the property': 'Non-Smoking Hotel Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Self-Serve Laundry Free Parking Free Breakfast Dry Cleaning Meeting Rooms Business Center with Internet Access ', 'In your room': 'Microwave Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Non-Smoking Rooms Kitchenette Family Rooms '}","{'Address:': '1550 E Flamingo Rd, Las Vegas, NV 89119-5200', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Extended Stay Deluxe Las Vegas - East Flamingo Hotel Las Vegas Extended Stay Las Vegas Las Vegas Extended Stay ', 'Price Range:': '$77 - $173 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Booking.com, Orbitz, Hotwire, Extended Stay, Priceline, Odigeo and Travelocity so you can book your Extended Stay America - Las Vegas - East Flamingo reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2.5 star — Extended Stay America - Las Vegas - East Flamingo 2.5*', 'Number of rooms:': '126'}",Extended Stay America - Las Vegas - East Flamingo,3.5,g45963-d91860
57,"[16, 267]",1213.0,,"[-115.16806, 36.107265]",{},Hotel_Review,"{'Things to do': 'Pool Hot Tub Fitness Center with Gym / Workout Room ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Services': 'Concierge Multilingual Staff Self-Serve Laundry Free Parking Dry Cleaning Business Center with Internet Access Laundry Service ', 'In your room': 'Air Conditioning Microwave Refrigerator in room ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) ', 'Room types': 'Kitchenette Suites Non-Smoking Rooms Accessible rooms '}","{'Address:': '105 E Harmon Ave, Las Vegas, NV 89109-4500', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'The Carriage House Hotel Las Vegas Carriage Hotel Las Vegas The Carriage Hotel Carriage House Las Vegas', 'Price Range:': '$108 - $225 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Hotels.com, Orbitz, Expedia, Travelocity, Booking.com and Hotwire so you can book your The Carriage House reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #13 Best Value Hotel in Las Vegas #23 Family Hotel in Las Vegas #32 Romantic Hotel in Las Vegas #71 Business Hotel in Las Vegas ', 'Hotel Class:': '2.5 star — The Carriage House 2.5*', 'Number of rooms:': '155'}",The Carriage House,4.5,g45963-d91949
58,"[18, 33]",124.0,,"[-115.13091, 36.16468]",{},Hotel_Review,"{'Room types': 'Non-Smoking Rooms Suites Kitchenette Family Rooms ', 'Services': 'Multilingual Staff Shuttle Bus Service Free Parking Airport Transportation Free Breakfast Concierge Self-Serve Laundry ', 'In your room': 'Refrigerator in room ', 'Things to do': 'Pool Bar/Lounge Hot Tub ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Public Wifi '}","{'Address:': '1322 Fremont St, Downtown Las Vegas, Las Vegas, NV 89101-5410', 'Location:': 'United States | Nevada | Las Vegas', 'Price Range:': '$16 - $64 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Booking.com, Orbitz, Hotwire, Expedia, Odigeo, Priceline, HostelWorld, Travelocity and Hotels.com so you can book your Las Vegas Hostel reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. ', 'Hotel Class:': '2 star — Las Vegas Hostel 2*', 'Number of rooms:': '38'}",Las Vegas Hostel,3.0,g45963-d91881
59,"[93, 267]",14522.0,,"[-115.17374, 36.10428]",{},Hotel_Review,"{'Things to do': 'Pool Fitness Center with Gym / Workout Room Restaurant Bar/Lounge Spa Casino and Gambling ', 'About the property': 'Wheelchair access ', 'Services': 'Room Service Business Center with Internet Access Dry Cleaning Meeting Rooms Laundry Service Concierge Banquet Room Multilingual Staff Conference Facilities ', 'Food & drink at the hotel ': '800 Degrees 653 reviewsCuisines: Italian, Pizza Dragon Noodle Co. 409 reviewsCuisines: Chinese, Japanese, Sushi, Asian D. Vino Italian Food & Wine Bar 108 reviewsCuisines: Italian, Wine Bar ', 'Internet': 'Free Internet Free High Speed Internet ( WiFi ) Paid Wifi ', 'Room types': 'Suites Non-Smoking Rooms '}","{'Address:': '3770 Las Vegas Blvd. South, Las Vegas, NV 89109-4323', 'Location:': 'United States | Nevada | Las Vegas | The Strip', 'Also Known As:': 'Monte Carlo Resort And Casino Monte Carlo Hotel Las Vegas Carlo Hotel Las Monte Vegas Monte Carlo Las Vegas Reviews', 'Price Range:': '$77 - $330 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with MGM Domestic, Booking.com, getaroom.com, Hotels.com, Travelocity, Expedia, Vegas.com, Odigeo, Prestigia, Hotwire and Jetsetter so you can book your Monte Carlo Resort & Casino reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Style:': ' #15 Green Hotel in Las Vegas #40 Luxury Hotel in Las Vegas #40 Spa Hotel in Las Vegas #47 Casino Hotel in Las Vegas #64 Family Hotel in Las Vegas #77 Business Hotel in Las Vegas #86 Romantic Hotel in Las Vegas ', 'Hotel Class:': '4 star — Monte Carlo Resort & Casino 4*', 'Number of rooms:': '3003'}",Monte Carlo Resort & Casino,4.0,g45963-d97712
60,"[124, 267]",135.0,,"[-115.24258, 36.193]",{},Hotel_Review,"{'Things to do': 'Pool Bar/Lounge Fitness Center with Gym / Workout Room Restaurant Hot Tub ', 'About the property': 'Wheelchair access Non-Smoking Hotel ', 'Services': 'Business Center with Internet Access Multilingual Staff Free Parking Dry Cleaning Meeting Rooms Laundry Service Self-Serve Laundry Conference Facilities ', 'In your room': 'Air Conditioning Refrigerator in room ', 'Internet': 'Free Internet Public Wifi Free High Speed Internet ( WiFi ) ', 'Room types': 'Non-Smoking Rooms Family Rooms Accessible rooms '}","{'Address:': '1901 N Rainbow Blvd, Las Vegas, NV 89108-2798', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Courtyard Las Vegas Summerlin Hotel Las Vegas Las Vegas Marriott Las Vegas Courtyard ', 'Price Range:': '$128 - $210 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Orbitz, Hotwire, Priceline, Hotels.com, Travelocity, Marriott, Odigeo and Booking.com so you can book your Courtyard Las Vegas Summerlin reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '3 star — Courtyard Las Vegas Summerlin 3*', 'Number of rooms:': '154'}",Courtyard Las Vegas Summerlin,4.0,g45963-d91785
61,"[172, 267]",44.0,,"[-115.181854, 36.097744]",{},Hotel_Review,"{'Things to do': 'Pool ', 'About the property': 'Pets Allowed ( Dog / Pet Friendly ) Wheelchair access ', 'Services': 'Free Parking Laundry Service ', 'In your room': 'Air Conditioning ', 'Internet': 'Paid Wifi Paid Internet ', 'Room types': 'Non-Smoking Rooms Smoking rooms available Accessible rooms '}","{'Address:': '5085 Dean Martin Dr, Las Vegas, NV 89118-1758', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Motel 6 Las Vegas Las Vegas Motel 6 Las Vegas Motel Six Motel Six Las Vegas ', 'Price Range:': '$51 - $127 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Expedia, Hotels.com, Hotwire, Booking.com, Orbitz, Odigeo, Priceline and Travelocity so you can book your Motel 6 Las Vegas - I- 15 reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Motel 6 Las Vegas - I- 15 2*', 'Number of rooms:': '139'}",Motel 6 Las Vegas - I- 15,2.5,g45963-d91895
62,"[193, 267]",56.0,,"[-115.084, 36.131744]",{},Hotel_Review,"{'Things to do': 'Pool ', 'About the property': 'Wheelchair access Pets Allowed ( Dog / Pet Friendly ) ', 'Services': 'Free Parking Laundry Service Self-Serve Laundry ', 'In your room': 'Air Conditioning ', 'Internet': 'Public Wifi Paid Wifi Paid Internet ', 'Room types': 'Non-Smoking Rooms Accessible rooms '}","{'Address:': '4125 Boulder Hwy, Las Vegas, NV 89121-2510', 'Location:': 'United States | Nevada | Las Vegas', 'Also Known As:': 'Motel 6 Las Vegas - Boulder Highway Hotel Las Vegas Las Vegas Motel Six Las Vegas Motel 6 Motel Six Las Vegas ', 'Price Range:': '$54 - $110 (Based on Average Rates for a Standard Room)', 'Reservation Options:': 'TripAdvisor is proud to partner with Orbitz, Hotwire, Odigeo, Expedia, Hotels.com, Travelocity and Priceline so you can book your Motel 6 Las Vegas - Boulder Highway reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers.', 'Hotel Class:': '2 star — Motel 6 Las Vegas - Boulder Highway 2*', 'Number of rooms:': '161'}",Motel 6 Las Vegas - Boulder Highway,2.5,g45963-d91896
